ds,yhat,yhat_lower,yhat_upper
2026-03-23 14:19:00,661.7951832327083,661.3443710586408,662.3288471176893
2026-03-23 14:20:00,661.6837053532732,661.1943579891464,662.1965007292068
2026-03-23 14:21:00,661.5787458237111,661.0937969772946,662.0941414860329
2026-03-23 14:22:00,661.4801964299563,660.9574148517573,661.9957083635501
2026-03-23 14:23:00,661.3879487465817,660.8699464832787,661.883072548731
2026-03-23 14:24:00,661.3018941783068,660.8054531487576,661.7895517365461
2026-03-23 14:25:00,661.2219239912299,660.6732901027755,661.7094581020358
2026-03-23 14:26:00,661.1479293549154,660.6518293370959,661.6696919617759
2026-03-23 14:27:00,661.0798013784133,660.5398582151269,661.5833493924786
2026-03-23 14:28:00,661.0174311434713,660.5065244148326,661.5239691388589
2026-03-23 14:29:00,660.9607097447968,660.4536559067814,661.4580646912465
2026-03-23 14:30:00,660.9095283248683,660.412547684504,661.391066705029
2026-03-23 14:31:00,660.8637781085914,660.3780901115654,661.3851353470724
2026-03-23 14:32:00,660.823350438671,660.2624581837297,661.3209140827962
2026-03-23 14:33:00,660.7903806736736,660.2627771191999,661.2734015626729
2026-03-23 14:34:00,660.7625167574165,660.2635498590108,661.251890850584
2026-03-23 14:35:00,660.7396506484703,660.2098271341606,661.2431337194466
2026-03-23 14:36:00,660.7216745610308,660.188177452657,661.2072031629954
2026-03-23 14:37:00,660.7084809976641,660.202623025729,661.2235442404306
2026-03-23 14:38:00,660.6999627856401,660.1831350819215,661.2182502465051
2026-03-23 14:39:00,660.6960131036641,660.1936616782948,661.2057985722307
2026-03-23 14:40:00,660.696525521203,660.2273372077111,661.1526104157234
2026-03-23 14:41:00,660.7013940256021,660.1954576200922,661.2242161019856
2026-03-23 14:42:00,660.7105130574619,660.2026385463256,661.2682706688273
2026-03-23 14:43:00,660.7237775391147,660.2105642232724,661.2355904975003
2026-03-23 14:44:00,660.7410829061884,660.2356837795716,661.2446160917304
2026-03-23 14:45:00,660.7623251390618,660.2514684476606,661.317647395844
2026-03-23 14:46:00,660.7913300528096,660.2564675243663,661.3040772095675
2026-03-23 14:47:00,660.8240664286271,660.3119655685091,661.3724034584258
2026-03-23 14:48:00,660.8604321226258,660.3647564616465,661.3967925926557
2026-03-23 14:49:00,660.9003256500081,660.4304691602771,661.4205479599663
2026-03-23 14:50:00,660.9436462127871,660.4241208776162,661.4315621278397
2026-03-23 14:51:00,660.9902937278248,660.5062249876888,661.5306496951074
2026-03-23 14:52:00,661.0401688534135,660.5320059410237,661.5317662507877
2026-03-23 14:53:00,661.0931730153007,660.597134490327,661.6143292666746
2026-03-23 14:54:00,661.1492084388423,660.6344736101278,661.6503126561212
2026-03-23 14:55:00,661.20817816185,660.6988851832164,661.7034763382601
2026-03-23 14:56:00,661.2699860756713,660.7578613658442,661.802138884921
2026-03-23 14:57:00,661.3345369355976,660.8069223532177,661.8699637655126
2026-03-23 14:58:00,661.4029639321542,660.8675705135399,661.9031154774132
2026-03-23 14:59:00,661.4739465095232,660.9437575443874,661.9875625724617
2026-03-23 15:00:00,661.5473921911029,661.0523768516468,662.0353435720998
2026-03-23 15:01:00,661.6232094639479,661.1275910353636,662.1437581347415
2026-03-23 15:02:00,661.701307797435,661.2005188517808,662.238642228528
2026-03-23 15:03:00,661.7815976663544,661.2506510444,662.2947784344016
2026-03-23 15:04:00,661.8639905750159,661.344015796949,662.373985137098
2026-03-23 15:05:00,661.9483990663877,661.4259742885488,662.448128567106
2026-03-23 15:06:00,662.0347367590172,661.5345381807426,662.5421070941456
2026-03-23 15:07:00,662.1229183492281,661.6139286006327,662.6043908355427
2026-03-23 15:08:00,662.2128596394401,661.7310892197366,662.7405614632895
2026-03-23 15:09:00,662.3044775506493,661.7943335262742,662.7991634859837
2026-03-23 15:10:00,662.397690148093,661.8754676993909,662.8953326687952
2026-03-23 15:11:00,662.3312896546419,661.8352039788139,662.8564952263467
2026-03-23 15:12:00,662.2662569864765,661.7734884060872,662.7858174101607
2026-03-23 15:13:00,662.2025127120701,661.7016426270343,662.7014263934233
2026-03-23 15:14:00,662.1399786828827,661.6308878868234,662.6490304964825
2026-03-23 15:15:00,662.0785780363068,661.5953841950816,662.5935942192017
2026-03-23 15:16:00,662.0182352077285,661.5071918090888,662.5279472743368
2026-03-23 15:17:00,661.9588759482783,661.4744278078209,662.4738786283518
