feature,importance
ema_50,0.0725831
volume,0.06913129
macd_hist,0.068018384
low,0.06675384
close,0.066537224
atr_14,0.0660186
rsi_14,0.06437438
bb_middle,0.06400457
high,0.06316738
obv,0.059527032
open,0.05940217
ema_20,0.056710597
macd_signal,0.05646249
bb_upper,0.055966973
bb_lower,0.055692405
macd,0.05564958
