ds,yhat,yhat_lower,yhat_upper
2026-03-23 04:09:00,1886.4841386279868,1884.2446714363853,1889.0632156201577
2026-03-23 04:10:00,1886.0682953240735,1883.6320169411351,1888.598008433676
2026-03-23 04:11:00,1885.5467565726497,1883.1308476005408,1888.0712250175063
2026-03-23 04:12:00,1884.9188033832509,1882.495672572166,1887.462241435743
2026-03-23 04:13:00,1884.183749452043,1881.8154601830904,1886.6476226933771
2026-03-23 04:14:00,1883.3409414300984,1881.019669278377,1885.828226919549
2026-03-23 04:15:00,1882.38975908361,1879.79506529494,1884.7858853026028
2026-03-23 04:16:00,1881.2969595669551,1878.7549964662196,1883.7980746260134
2026-03-23 04:17:00,1880.0946279996847,1877.5726850335832,1882.8292155002218
2026-03-23 04:18:00,1878.782250640496,1876.193057035324,1881.1171940119664
2026-03-23 04:19:00,1877.3593477386996,1874.8410079113517,1879.8529233689926
2026-03-23 04:20:00,1875.8254737690143,1873.3140787560849,1878.3545382872226
2026-03-23 04:21:00,1874.1802175881044,1871.692239606475,1876.5816392357367
2026-03-23 04:22:00,1873.000836492055,1870.5665437113653,1875.5058632637201
2026-03-23 04:23:00,1871.709257222126,1869.1949082125752,1874.2521203783588
2026-03-23 04:24:00,1870.3050681086222,1867.7713672835944,1872.8538783377028
2026-03-23 04:25:00,1868.7878917396226,1866.353455469727,1871.1536696290218
2026-03-23 04:26:00,1867.1573850202694,1864.825021843917,1869.7468798095522
2026-03-23 04:27:00,1868.49976373962,1866.0148299175871,1870.9364865104528
2026-03-23 04:28:00,1869.725827566819,1867.179692833202,1872.2812555919663
2026-03-23 04:29:00,1870.834765648812,1868.3574234738921,1872.9687494440657
2026-03-23 04:30:00,1871.8257993095306,1869.1292300218252,1874.341863397968
2026-03-23 04:31:00,1872.6981824239538,1870.3309843808354,1875.2632712811478
2026-03-23 04:32:00,1873.4512017903107,1870.9079583466273,1876.017351841234
2026-03-23 04:33:00,1873.663115670286,1871.3153612120338,1876.1711078713113
2026-03-23 04:34:00,1873.7549838699772,1871.3273213891666,1876.105568063705
