feature,importance
rsi_14,0.07661229
macd_hist,0.068850145
low,0.0686632
high,0.06466929
atr_14,0.0639948
volume,0.063654095
close,0.063630246
obv,0.062957264
open,0.0627301
macd,0.06049832
bb_middle,0.059791967
bb_lower,0.05770835
macd_signal,0.05709739
ema_20,0.056727793
bb_upper,0.05650341
ema_50,0.055911377
