feature,importance
ema_50,0.07316741
close,0.072269976
rsi_14,0.07193994
atr_14,0.06790131
macd,0.066079475
obv,0.0637688
ema_20,0.061884645
volume,0.0613622
macd_hist,0.06088935
bb_middle,0.059853006
bb_upper,0.058463242
bb_lower,0.05821719
low,0.057458267
macd_signal,0.057067625
high,0.056865796
open,0.052811746
