feature,importance
ema_20,0.07419703
rsi_14,0.068830326
ema_50,0.067843795
macd,0.0657975
close,0.06562836
atr_14,0.06497566
obv,0.0627258
bb_middle,0.0618231
bb_upper,0.06011623
volume,0.059942033
macd_signal,0.059656225
low,0.059515134
bb_lower,0.059496917
macd_hist,0.058043234
high,0.057621013
open,0.053787686
