feature,importance
ema_50,0.07853578
obv,0.069353506
low,0.06787521
close,0.06469634
macd,0.06468937
atr_14,0.06457675
macd_signal,0.06442859
volume,0.06360495
bb_lower,0.060439
ema_20,0.059649065
high,0.059453003
bb_upper,0.059117787
macd_hist,0.05866196
rsi_14,0.057975195
bb_middle,0.05637642
open,0.05056708
