feature,importance
close,0.08143461
low,0.08014799
atr_14,0.07061123
macd_signal,0.06970372
ema_50,0.065153755
macd,0.063359655
macd_hist,0.062116567
obv,0.061722964
rsi_14,0.06066105
high,0.060559064
open,0.06019697
bb_upper,0.05684518
volume,0.05488991
bb_middle,0.053956814
bb_lower,0.05087024
ema_20,0.04777032
