feature,importance
obv,0.09007567
ema_50,0.07805864
atr_14,0.076754324
macd,0.06357733
bb_upper,0.06277844
macd_hist,0.062455893
rsi_14,0.06078372
ema_20,0.059697516
low,0.058563087
macd_signal,0.058219828
close,0.05598423
open,0.05596399
bb_middle,0.055011198
bb_lower,0.054193854
volume,0.05413729
high,0.053744998
