feature,importance
ema_50,0.07349394
ema_20,0.07235337
obv,0.06643189
volume,0.06473929
atr_14,0.06356356
rsi_14,0.06266921
bb_lower,0.06262384
bb_middle,0.0620253
bb_upper,0.061173033
high,0.060620874
macd,0.060397886
macd_signal,0.05978804
macd_hist,0.059269432
close,0.058029387
low,0.056664012
open,0.05615691
