ds,yhat,yhat_lower,yhat_upper
2026-03-23 13:54:00,659.9776096236817,659.4189756940885,660.5228927997758
2026-03-23 13:55:00,659.8831227742476,659.3286772623236,660.4266676238846
2026-03-23 13:56:00,659.799021769181,659.3013588450975,660.3265814679534
2026-03-23 13:57:00,659.7252312916157,659.1742706161814,660.2696865209546
2026-03-23 13:58:00,659.6616737282161,659.1094740868409,660.2197671774496
2026-03-23 13:59:00,659.6082691857343,659.0534797472936,660.1568010223878
2026-03-23 14:00:00,659.5649355489331,659.0436862844548,660.122630164038
2026-03-23 14:01:00,659.5315884958512,658.9665712907056,660.0271307541658
2026-03-23 14:02:00,659.5081415526453,658.9661974350038,660.0093713534764
2026-03-23 14:03:00,659.4945061272219,658.9622668938241,660.076582958057
2026-03-23 14:04:00,659.4905915495859,658.9399800488687,660.0082289106842
2026-03-23 14:05:00,659.4963051036508,658.9714168350599,660.0767502885693
2026-03-23 14:06:00,659.5115520718897,658.9768280400764,660.0594542443602
2026-03-23 14:07:00,659.6074097775669,659.0624186767244,660.1297445224575
2026-03-23 14:08:00,659.7126340806195,659.1900506539446,660.2630402095513
2026-03-23 14:09:00,659.8271275093076,659.2791032089483,660.3942658476545
2026-03-23 14:10:00,659.9507907213009,659.4420266208372,660.5384320061486
2026-03-23 14:11:00,660.083522523638,659.5445098091081,660.6107549738034
2026-03-23 14:12:00,660.2252199375047,659.6606666321192,660.7623652767186
2026-03-23 14:13:00,660.3757782171792,659.8437589317047,660.8991063324246
2026-03-23 14:14:00,660.5350909140234,659.9907448731784,661.0981616801349
2026-03-23 14:15:00,660.7030498998084,660.1246760339448,661.2654678181821
2026-03-23 14:16:00,660.879545417307,660.3511583645575,661.4276340351362
2026-03-23 14:17:00,661.0644661315486,660.5370156966908,661.6069658764875
2026-03-23 14:18:00,661.2576991538756,660.6997163178798,661.7671501706515
2026-03-23 14:19:00,661.2414001655196,660.7289291775731,661.8049631591341
2026-03-23 14:20:00,661.2330277607176,660.6587549375076,661.7675122768062
2026-03-23 14:21:00,661.2324568110173,660.6691178558547,661.761293931413
2026-03-23 14:22:00,661.239560968025,660.6873556541427,661.7709910010063
2026-03-23 14:23:00,661.2542127168153,660.6965979950662,661.7574329146317
2026-03-23 14:24:00,661.2762834318944,660.7596445669134,661.7986951304924
2026-03-23 14:25:00,661.3056434086727,660.7520071543917,661.8275094083883
2026-03-23 14:26:00,661.3421619168166,660.752653786322,661.890238075283
2026-03-23 14:27:00,661.3857072564093,660.8880922795199,661.9778256961822
2026-03-23 14:28:00,661.275554424738,660.7489998363235,661.7916992331483
2026-03-23 14:29:00,661.1720153209958,660.6488488669895,661.7460860984779
2026-03-23 14:30:00,661.0749505920588,660.5192704391445,661.5937377080949
2026-03-23 14:31:00,660.9842202253612,660.4134859727701,661.4792479075359
2026-03-23 14:32:00,660.8996835844098,660.4324833957381,661.4443332970329
2026-03-23 14:33:00,660.8211994742999,660.2688959495902,661.3356213266634
2026-03-23 14:34:00,660.7486261679381,660.2037186631883,661.2666881907234
2026-03-23 14:35:00,660.6818214720956,660.1341162865825,661.2231014126796
2026-03-23 14:36:00,660.656689397358,660.1409811355289,661.142094182774
2026-03-23 14:37:00,660.637078729553,660.0965868129582,661.1687593947158
2026-03-23 14:38:00,660.6228470926532,660.0844539193193,661.1661267566219
2026-03-23 14:39:00,660.6138517872358,660.0891350240358,661.1624933489887
2026-03-23 14:40:00,660.6099498574728,660.0734040908892,661.1185798653106
2026-03-23 14:41:00,660.6109981310484,660.0849516746707,661.144268936714
2026-03-23 14:42:00,660.6168532564951,660.0859915714681,661.2200797944328
2026-03-23 14:43:00,660.627371766596,660.0834920035823,661.1626202798723
2026-03-23 14:44:00,660.6623823680039,660.1494254955777,661.1848361040303
2026-03-23 14:45:00,660.7017929650259,660.1576007551531,661.2423411825307
2026-03-23 14:46:00,660.7454604100693,660.1739085311015,661.2646133779356
2026-03-23 14:47:00,660.7932415934307,660.2449838756747,661.3409030025606
2026-03-23 14:48:00,660.8449934989077,660.2996368050987,661.4172364934522
2026-03-23 14:49:00,660.9005732368024,660.3625438138054,661.475217174706
2026-03-23 14:50:00,660.9598380895325,660.423421118176,661.501075817496
2026-03-23 14:51:00,661.0226455665397,660.467988335333,661.5685339014236
2026-03-23 14:52:00,661.0518387000385,660.5390584963246,661.6194514752892
