feature,importance
macd,0.0695208
high,0.06883097
ema_50,0.068496384
atr_14,0.06830703
close,0.06531959
bb_middle,0.0638688
macd_signal,0.06373429
ema_20,0.06302502
rsi_14,0.06301493
bb_lower,0.06261047
bb_upper,0.061432555
obv,0.059655897
macd_hist,0.05764717
volume,0.056874845
low,0.055855736
open,0.05180552
