feature,importance
atr_14,0.06991689
obv,0.068770856
macd_signal,0.068123035
macd,0.06746359
close,0.06574403
macd_hist,0.06483303
bb_middle,0.06453599
ema_50,0.0643292
ema_20,0.06338781
bb_upper,0.06003745
rsi_14,0.059410766
high,0.058766488
bb_lower,0.058030657
open,0.056192297
volume,0.055726144
low,0.054731697
