feature,importance
obv,0.11542106
ema_50,0.08889422
atr_14,0.0661343
bb_upper,0.06412222
ema_20,0.06263153
macd_signal,0.060112044
macd,0.05965578
close,0.05826979
rsi_14,0.057563193
macd_hist,0.05628236
bb_lower,0.054763194
bb_middle,0.054004855
volume,0.05352447
high,0.051576518
low,0.049955785
open,0.04708871
