feature,importance
close,0.073821515
ema_50,0.073372394
open,0.06748456
obv,0.06584488
high,0.06528422
macd_signal,0.06238219
low,0.061406974
macd,0.061372455
bb_lower,0.06059397
rsi_14,0.06045289
bb_upper,0.06028481
volume,0.060102552
atr_14,0.059782125
ema_20,0.05936261
macd_hist,0.05839679
bb_middle,0.050055068
