feature,importance
close,0.07603886
high,0.06859432
rsi_14,0.067012385
ema_50,0.06443778
ema_20,0.06388589
macd_hist,0.06362322
obv,0.06361391
atr_14,0.063054696
low,0.06252645
volume,0.062339913
macd,0.06141991
bb_lower,0.061296634
macd_signal,0.056159
bb_upper,0.055992816
bb_middle,0.055667467
open,0.054336756
