feature,importance
ema_50,0.072663285
close,0.07140563
ema_20,0.06754529
macd,0.06519017
obv,0.0643891
bb_upper,0.062939115
atr_14,0.062557966
volume,0.062015813
macd_signal,0.061378486
bb_middle,0.0611707
bb_lower,0.060841274
macd_hist,0.059945144
low,0.059511364
rsi_14,0.059166297
high,0.05866526
open,0.050615083
