ds,yhat,yhat_lower,yhat_upper
2026-03-23 14:19:00,212.6566290149352,212.40287579621335,212.9227038767416
2026-03-23 14:20:00,212.59336826487612,212.33055209095113,212.85233598875567
2026-03-23 14:21:00,212.53232455703065,212.2616098353654,212.78698585885863
2026-03-23 14:22:00,212.47345534553747,212.21357715135582,212.74608055412833
2026-03-23 14:23:00,212.41671811739033,212.15449906709483,212.6815136591365
2026-03-23 14:24:00,212.36207040820884,212.10244383472823,212.62932863245788
2026-03-23 14:25:00,212.30946981423352,212.05200653821592,212.57104978724584
2026-03-23 14:26:00,212.25887400808054,211.99254960819164,212.51078703957114
2026-03-23 14:27:00,212.2102407526752,211.95001267127148,212.47673303136344
2026-03-23 14:28:00,212.16352791357934,211.8983259974363,212.44331631424032
2026-03-23 14:29:00,212.11869347438284,211.87815859066563,212.40383323643283
2026-03-23 14:30:00,212.0756955493765,211.80803351939772,212.34335133053065
2026-03-23 14:31:00,212.03449239692358,211.76715667623907,212.3045164511255
2026-03-23 14:32:00,211.99504243240102,211.72865363384273,212.2470292183851
2026-03-23 14:33:00,211.95892716662004,211.7013055753972,212.23001690774336
2026-03-23 14:34:00,211.9244827220838,211.68286524519186,212.18121670398799
2026-03-23 14:35:00,211.89166810165216,211.6364165379828,212.15578025982614
2026-03-23 14:36:00,211.86044251529805,211.5996542270458,212.11352913854182
2026-03-23 14:37:00,211.8307653924999,211.5465865063757,212.080345325354
2026-03-23 14:38:00,211.80259639532568,211.56306143159472,212.087569672739
2026-03-23 14:39:00,211.7758954279763,211.53237613824632,212.0412477171132
2026-03-23 14:40:00,211.7506226514601,211.49411685778637,212.02637322941766
2026-03-23 14:41:00,211.72673849310146,211.46907198507768,211.99398244999108
2026-03-23 14:42:00,211.70420365909368,211.44573599968695,211.96821301004994
2026-03-23 14:43:00,211.68297914510538,211.4219898593357,211.96550666266154
2026-03-23 14:44:00,211.66302624720353,211.3983517813815,211.90718961985743
2026-03-23 14:45:00,211.64430657310797,211.38901944662624,211.90247392977574
2026-03-23 14:46:00,211.66926891952437,211.40529611627852,211.9228834121705
2026-03-23 14:47:00,211.69540325940116,211.44008510216187,211.9573012974321
2026-03-23 14:48:00,211.72267288330744,211.465156531954,211.9824563802714
2026-03-23 14:49:00,211.75104140540768,211.48209040093576,212.02036085647893
2026-03-23 14:50:00,211.78047277313425,211.49824376689367,212.04943022260795
2026-03-23 14:51:00,211.81093127732044,211.54712191502392,212.08517896597004
2026-03-23 14:52:00,211.84238156163124,211.5852762463507,212.11593115447062
2026-03-23 14:53:00,211.87478863168366,211.62002623344836,212.11890380890063
