feature,importance
obv,0.11984264
macd_signal,0.072410844
ema_50,0.07193836
atr_14,0.06887537
macd,0.06146239
bb_upper,0.061259
close,0.05982727
macd_hist,0.059228387
ema_20,0.057230413
high,0.056440406
rsi_14,0.055511728
bb_lower,0.054280728
bb_middle,0.05222498
low,0.050760914
volume,0.05063153
open,0.048075035
