ds,yhat,yhat_lower,yhat_upper
2026-03-23 14:19:00,386.921106469543,386.5220349250232,387.33449801060397
2026-03-23 14:20:00,386.7727854984487,386.4017712081821,387.1435751253145
2026-03-23 14:21:00,386.63241869816704,386.23829226676526,387.01321507313554
2026-03-23 14:22:00,386.4998717662751,386.11018051334827,386.8623827168444
2026-03-23 14:23:00,386.37500940541656,386.00725993054596,386.7869038059051
2026-03-23 14:24:00,386.2576953736584,385.88512593035637,386.64249622598174
2026-03-23 14:25:00,386.1477925242702,385.74122684789603,386.5366687369442
2026-03-23 14:26:00,386.04516285448284,385.634991327042,386.4210045552099
2026-03-23 14:27:00,385.94966755311856,385.5389239838076,386.3609993736148
2026-03-23 14:28:00,385.8611670406244,385.45658590435147,386.2745067503303
2026-03-23 14:29:00,385.77952102059305,385.4099193828513,386.19763883600854
2026-03-23 14:30:00,385.7045885232764,385.3031666418994,386.0991920590527
2026-03-23 14:31:00,385.6474857251277,385.26071884204237,386.03363711555465
2026-03-23 14:32:00,385.59681939638523,385.2194223236081,385.9774412814447
2026-03-23 14:33:00,385.55244738185087,385.14437647023635,385.94065110590117
2026-03-23 14:34:00,385.51422701549865,385.1092623055745,385.89007500523894
2026-03-23 14:35:00,385.4820151718589,385.08675153229706,385.85176800499846
2026-03-23 14:36:00,385.4556683070417,385.0567827001869,385.87046255628263
2026-03-23 14:37:00,385.4350425056486,385.0534239659719,385.8283290181411
2026-03-23 14:38:00,385.41999352880345,385.03163067419155,385.8097115517517
2026-03-23 14:39:00,385.41037684835453,385.04125413428574,385.79032564061885
2026-03-23 14:40:00,385.406047704778,385.0168521290072,385.77508063835927
2026-03-23 14:41:00,385.40686114218573,385.027992330994,385.79358015445035
2026-03-23 14:42:00,385.41267205575605,385.02784063403703,385.776233278808
2026-03-23 14:43:00,385.4052518570583,384.9960022524568,385.7811352583954
2026-03-23 14:44:00,385.40252156942324,384.9949910599535,385.77849292676257
2026-03-23 14:45:00,385.40433523949577,385.0250411204761,385.8115684977486
2026-03-23 14:46:00,385.4105469663699,384.9876601427841,385.79277085034835
2026-03-23 14:47:00,385.4210109403598,385.0293630472031,385.805795699868
2026-03-23 14:48:00,385.43558149206655,385.0352413334239,385.81467818240856
2026-03-23 14:49:00,385.45411313200503,385.03758238858785,385.8321843697401
2026-03-23 14:50:00,385.4764605913248,385.101623075693,385.88564391323087
2026-03-23 14:51:00,385.5024788677492,385.1023871811725,385.90539061455445
2026-03-23 14:52:00,385.5320232622343,385.1580399104785,385.93505533026143
2026-03-23 14:53:00,385.5649494233051,385.1782283231805,385.95879882685483
2026-03-23 14:54:00,385.6160115050796,385.2297395903124,385.99122231352266
2026-03-23 14:55:00,385.6701852518634,385.2877674162449,386.0516726243927
2026-03-23 14:56:00,385.7273279711148,385.3358169772134,386.1106677209428
2026-03-23 14:57:00,385.7872974513623,385.40225943871906,386.17687237583175
2026-03-23 14:58:00,385.849952009897,385.47819671941005,386.2224673481094
2026-03-23 14:59:00,385.91515053004264,385.505202245012,386.2968203209704
2026-03-23 15:00:00,385.98275249861547,385.58500465792724,386.3546413422709
2026-03-23 15:01:00,386.0526180480174,385.6910265105859,386.43955487077693
2026-03-23 15:02:00,386.12460799046926,385.74645379741855,386.50932360628553
2026-03-23 15:03:00,386.1985838550366,385.8139277643411,386.5719776421239
2026-03-23 15:04:00,386.27440793078506,385.9070894615497,386.69460149871225
2026-03-23 15:05:00,386.35194329119673,385.96669868462726,386.72023058415505
2026-03-23 15:06:00,386.3844039639207,385.9962108869656,386.79316181813516
2026-03-23 15:07:00,386.418243564037,386.00494576888264,386.79867296683096
2026-03-23 15:08:00,386.4533272049701,386.10026000574544,386.85724201031275
2026-03-23 15:09:00,386.48952099690536,386.07903239678876,386.8552155016263
2026-03-23 15:10:00,386.52669208707744,386.15828447027087,386.8904183331965
2026-03-23 15:11:00,386.5647086768182,386.13721710044035,386.96209535769884
2026-03-23 15:12:00,386.60344007438715,386.21874464964264,386.985718617574
2026-03-23 15:13:00,386.64275670685527,386.2460328764206,387.0470532790564
2026-03-23 15:14:00,386.68253017003457,386.3120682701309,387.08552254779823
2026-03-23 15:15:00,386.7226332508663,386.3500757279019,387.1088391557232
2026-03-23 15:16:00,386.7629399507066,386.39256561328335,387.14030193680594
2026-03-23 15:17:00,386.7601382119529,386.3581961216604,387.1698868540777
2026-03-23 15:18:00,386.7572336371183,386.3568874430691,387.1360634261399
2026-03-23 15:19:00,386.75410402772917,386.386262586879,387.14161707074567
2026-03-23 15:20:00,386.7506285845033,386.354404501682,387.13861170698016
2026-03-23 15:21:00,386.7466879225565,386.3470791715673,387.1450536389333
2026-03-23 15:22:00,386.74216410381234,386.37083507461574,387.1346532303895
2026-03-23 15:23:00,386.7369406598126,386.3292056147089,387.1443969609133
2026-03-23 15:24:00,386.7309026174474,386.31819537278636,387.1044714397839
2026-03-23 15:25:00,386.72393652687504,386.32221469403606,387.09222005471514
2026-03-23 15:26:00,386.7159304786541,386.31878410144424,387.1378239929327
2026-03-23 15:27:00,386.70677412998333,386.30030783677256,387.0877195057839
2026-03-23 15:28:00,386.69635873257766,386.2934580380233,387.07503738092237
2026-03-23 15:29:00,386.5752495682451,386.1570400549936,386.9973307757073
2026-03-23 15:30:00,386.45252585027106,386.07606798103654,386.8589361902888
2026-03-23 15:31:00,386.3280847660851,385.9490516647796,386.6977541063746
2026-03-23 15:32:00,386.20182528815684,385.80668631982803,386.617671097037
2026-03-23 15:33:00,386.07364820348454,385.7032993097286,386.46276802493594
2026-03-23 15:34:00,385.94345612216,385.5221138747559,386.36246130563126
2026-03-23 15:35:00,385.8111534930742,385.41887175133394,386.2138119315286
2026-03-23 15:36:00,385.67664661845004,385.2832728633221,386.0785074530399
2026-03-23 15:37:00,385.5398436715468,385.13872475014455,385.9175268700136
2026-03-23 15:38:00,385.4006547056313,385.00176758869077,385.7996595263075
2026-03-23 15:39:00,385.2589916750543,384.8574306171154,385.6620468544078
2026-03-23 15:40:00,385.1481115858368,384.7871338151669,385.5429831562348
2026-03-23 15:41:00,385.03462706312047,384.68486776230094,385.40639943747425
2026-03-23 15:42:00,384.91845522247496,384.5457246061142,385.31964160570163
2026-03-23 15:43:00,384.79951508013437,384.4260816751593,385.2096319014884
2026-03-23 15:44:00,384.67772757991116,384.28316136118406,385.03867935434084
2026-03-23 15:45:00,384.55301558867103,384.1567576522032,384.97471363700566
2026-03-23 15:46:00,384.42530390884355,384.0247012719272,384.835967014483
2026-03-23 15:47:00,384.29451929001266,383.8904605945519,384.66328172766066
2026-03-23 15:48:00,384.1605904252607,383.7608902847977,384.5253144903792
2026-03-23 15:49:00,384.0234479781958,383.6458364599201,384.39204121476655
2026-03-23 15:50:00,383.8830245567871,383.51753725255435,384.2733786719621
2026-03-23 15:51:00,383.73925475143284,383.35589234289114,384.1158792870907
2026-03-23 15:52:00,383.74854951605766,383.3711801661986,384.1361633305755
2026-03-23 15:53:00,383.7545330167014,383.37874649088593,384.15628234263096
2026-03-23 15:54:00,383.7571418705667,383.3582959619367,384.1596044153287
2026-03-23 15:55:00,383.7563145663117,383.36757243359557,384.15939264321344
2026-03-23 15:56:00,383.75199146774975,383.3471791691652,384.16904906359815
2026-03-23 15:57:00,383.74411481748825,383.3773592873796,384.1484779722558
2026-03-23 15:58:00,383.73262874564426,383.34937438595927,384.1327166196768
2026-03-23 15:59:00,383.7174792721788,383.34766705520593,384.0990771870795
2026-03-23 16:00:00,383.6986143009337,383.2843206582152,384.09820761942376
2026-03-23 16:01:00,383.6759836322764,383.26919178722096,384.0728625281289
2026-03-23 16:02:00,383.6495389547526,383.2624295010902,384.04640774136095
