feature,importance
obv,0.09152684
ema_50,0.074872114
bb_middle,0.071071394
open,0.06704874
atr_14,0.065598145
close,0.06432669
macd,0.058709383
low,0.058596633
bb_lower,0.057973396
rsi_14,0.05725005
macd_signal,0.057242505
bb_upper,0.057193298
ema_20,0.056832265
high,0.055546727
macd_hist,0.05369211
volume,0.052519657
