ds,yhat,yhat_lower,yhat_upper
2026-03-23 13:54:00,385.83336366180833,385.51224343565076,386.1707766991438
2026-03-23 13:55:00,385.7507134619168,385.40653335286567,386.06655075415864
2026-03-23 13:56:00,385.67380767317354,385.32807232645223,386.03081754649236
2026-03-23 13:57:00,385.6026195931374,385.23786909006395,385.9382930772652
2026-03-23 13:58:00,385.53712104863735,385.1920291167457,385.8847165838694
2026-03-23 13:59:00,385.4772824025944,385.13355212305186,385.8261737080009
2026-03-23 14:00:00,385.4230725762447,385.09754333259235,385.75611408384935
2026-03-23 14:01:00,385.3744590554374,385.0414893494259,385.7353749688025
2026-03-23 14:02:00,385.33140791262036,384.9653535174459,385.6539013459298
2026-03-23 14:03:00,385.2938838201629,384.93485150163355,385.66064428965865
2026-03-23 14:04:00,385.2618500671541,384.91862836151665,385.59623887967933
2026-03-23 14:05:00,385.23526857270207,384.8773931085714,385.5818733327044
2026-03-23 14:06:00,385.21409990435257,384.8707966605265,385.5634844951736
2026-03-23 14:07:00,385.35032530894733,385.0093175706412,385.7026258435962
2026-03-23 14:08:00,385.49192573735263,385.16958345170565,385.8561807756929
2026-03-23 14:09:00,385.6388640923954,385.28282477595724,385.9828255060888
2026-03-23 14:10:00,385.7911019331884,385.43524597335994,386.1171473671645
2026-03-23 14:11:00,385.9485994828894,385.5891813153473,386.2841365360025
2026-03-23 14:12:00,386.11131565402394,385.76941761629996,386.47774505995545
2026-03-23 14:13:00,386.27920805605066,385.930668796666,386.61262089817416
2026-03-23 14:14:00,386.45223302110713,386.0800249415896,386.80541901138156
2026-03-23 14:15:00,386.63034561346666,386.29522857948507,386.9939709358856
2026-03-23 14:16:00,386.8134996504835,386.46726915698997,387.18439481179587
2026-03-23 14:17:00,387.0016477239729,386.6402039962367,387.3604182373195
2026-03-23 14:18:00,387.1947412099087,386.8557363117044,387.57546168874865
2026-03-23 14:19:00,387.0180064323363,386.6745187568996,387.35130500067
2026-03-23 14:20:00,386.8458878204898,386.5130859751116,387.18650428579355
2026-03-23 14:21:00,386.6783194840197,386.3593911084021,387.003056649846
2026-03-23 14:22:00,386.5152346123493,386.15902867517485,386.86484784196995
2026-03-23 14:23:00,386.3565655024405,386.0128578945903,386.6953215460344
2026-03-23 14:24:00,386.20224358789164,385.86136197825937,386.533923589332
2026-03-23 14:25:00,386.05219945776054,385.69856034762324,386.3837073192498
2026-03-23 14:26:00,385.9063628841382,385.54360632277934,386.26599732730324
2026-03-23 14:27:00,385.764662852046,385.41995185302005,386.11928131997854
2026-03-23 14:28:00,385.7123877602661,385.35980016268985,386.03815467805543
2026-03-23 14:29:00,385.66417458550467,385.3258150478926,386.0387742516769
2026-03-23 14:30:00,385.61995285519964,385.28616245934177,385.9586079073574
2026-03-23 14:31:00,385.57965135410313,385.23081462793965,385.9104162579425
2026-03-23 14:32:00,385.54319814450434,385.19813427447207,385.9062496187219
2026-03-23 14:33:00,385.5105205989701,385.1605750700398,385.8292001865474
2026-03-23 14:34:00,385.48154541499684,385.16005550377093,385.82517549551255
2026-03-23 14:35:00,385.4561986500386,385.10164322990084,385.77787427939023
2026-03-23 14:36:00,385.4603841497696,385.11154578723784,385.8285611677263
2026-03-23 14:37:00,385.468073703936,385.0955674186919,385.8404549300834
2026-03-23 14:38:00,385.4791923229708,385.1295584969904,385.82952589908615
2026-03-23 14:39:00,385.4936644507509,385.1294098114523,385.8328771106779
2026-03-23 14:40:00,385.5114140011416,385.17198033996567,385.85831571096446
2026-03-23 14:41:00,385.5323643790639,385.1854292290984,385.8783496398587
2026-03-23 14:42:00,385.55643850227693,385.2177690490585,385.9106611673518
2026-03-23 14:43:00,385.58355883545477,385.2412730487303,385.9156665413895
2026-03-23 14:44:00,385.54421529100637,385.194728902549,385.888914212835
2026-03-23 14:45:00,385.5076844955162,385.1941118807547,385.8767649564797
2026-03-23 14:46:00,385.47388606407077,385.13323912899847,385.8129304461825
2026-03-23 14:47:00,385.4427393093669,385.10620349548225,385.8030698070145
2026-03-23 14:48:00,385.4141632733968,385.0740729520696,385.7897298052652
2026-03-23 14:49:00,385.38807674815456,385.0417056527326,385.7533491700068
2026-03-23 14:50:00,385.3643983019072,385.03331903472014,385.71479794839695
2026-03-23 14:51:00,385.34304631121677,384.9994352271035,385.72479394328127
2026-03-23 14:52:00,385.39058460722333,385.06648390215537,385.7097592178588
2026-03-23 14:53:00,385.440366867811,385.0699818552173,385.76877963378934
2026-03-23 14:54:00,385.4923122777028,385.1444103346866,385.84354064309804
2026-03-23 14:55:00,385.5463398711068,385.2201335319233,385.8738330615448
2026-03-23 14:56:00,385.6023685667992,385.26075578582413,385.95175685871266
2026-03-23 14:57:00,385.6603171878378,385.29963035024406,386.0152056508469
2026-03-23 14:58:00,385.720104484739,385.37614535632054,386.06330718910715
2026-03-23 14:59:00,385.78164916825034,385.3876705471201,386.12294211362513
2026-03-23 15:00:00,385.8830696175493,385.5409469849394,386.2298212171763
2026-03-23 15:01:00,385.98613451307915,385.62331548079214,386.368449853514
