feature,importance
ema_50,0.07344086
close,0.07017665
macd_signal,0.069252886
high,0.06925067
atr_14,0.06745099
macd,0.066413246
volume,0.065402225
rsi_14,0.064739764
macd_hist,0.06385449
bb_middle,0.061563585
obv,0.059438024
ema_20,0.059196424
bb_lower,0.05650379
bb_upper,0.05396221
open,0.050491635
low,0.04886253
