feature,importance
ema_50,0.087196566
obv,0.086757086
atr_14,0.07459256
close,0.06373366
rsi_14,0.06255013
low,0.061366394
bb_upper,0.06099251
macd_signal,0.059288934
macd,0.058180604
macd_hist,0.056610268
bb_middle,0.05658559
high,0.055903457
ema_20,0.054511555
open,0.054333616
bb_lower,0.05409125
volume,0.05330592
