feature,importance
obv,0.088799715
atr_14,0.07334099
high,0.06871944
ema_50,0.066374116
ema_20,0.06611417
bb_upper,0.064681284
volume,0.06459515
bb_middle,0.060694557
rsi_14,0.0586062
macd_hist,0.05800315
macd,0.057068784
open,0.056238577
close,0.056039993
macd_signal,0.054676574
bb_lower,0.054573577
low,0.05147373
