feature,importance
bb_middle,0.07626392
macd,0.07593452
rsi_14,0.07533735
close,0.0739385
macd_signal,0.06388155
obv,0.061519135
high,0.061485022
bb_lower,0.059877105
ema_50,0.059358325
atr_14,0.059343636
volume,0.057522215
ema_20,0.05748664
open,0.05577628
bb_upper,0.055420216
low,0.05487068
macd_hist,0.05198499
